Gene stable ID,Gene name
ENSGALG00000038477,BKJ
ENSGALG00000008601,AHSG
ENSGALG00000020736,PHOSPHO2
ENSGALG00000038098,PIGP
ENSGALG00000008175,ORC5
ENSGALG00000040823,CHRAC1
ENSGALG00000005986,TUB
ENSGALG00000042762,ZBTB26
ENSGALG00000038400,TOMM40L
ENSGALG00000027435,MED21
ENSGALG00000016946,SUGT1
ENSGALG00000012879,VPS4B
ENSGALG00000010675,PSMC1
ENSGALG00000030800,IL31RA
ENSGALG00000038678,EPB41L3
ENSGALG00000002108,EVPL
ENSGALG00000007673,LRRC59
ENSGALG00000012291,POLR2F
ENSGALG00000002860,MLN
ENSGALG00000012170,LIN7C
ENSGALG00000019802,PHLDA3
ENSGALG00000007778,PES1
ENSGALG00000007417,ARMC4
ENSGALG00000011847,TTC26
ENSGALG00000042400,CASK
ENSGALG00000011473,RPS6KA2
ENSGALG00000032558,INSC
ENSGALG00000009858,SLC30A1
ENSGALG00000002855,SARDH
ENSGALG00000012655,POLR3B
ENSGALG00000035715,H2A-VI
ENSGALG00000001019,BTBD2
ENSGALG00000004801,PHKA1
ENSGALG00000003569,TMEM130
ENSGALG00000005947,MYD88
ENSGALG00000003748,ANO5
ENSGALG00000006530,TSSC4
ENSGALG00000031567,GPALPP1
ENSGALG00000023763,PIFO
ENSGALG00000005643,LYVE1
ENSGALG00000014981,COX17
ENSGALG00000004980,kcnma1
ENSGALG00000014841,HDDC2
ENSGALG00000005823,HDLBP
ENSGALG00000011377,METAP2
ENSGALG00000032035,OS9
ENSGALG00000040008,STK11
ENSGALG00000012700,RNF182
ENSGALG00000004166,VPS51
ENSGALG00000003771,SIN3B
ENSGALG00000009214,CRLS1
ENSGALG00000017103,WASF3
ENSGALG00000037309,COLEC11
ENSGALG00000029266,ZDHHC3
ENSGALG00000014412,CSTA
ENSGALG00000002639,TRPC1
ENSGALG00000044453,RPS5
ENSGALG00000041575,PPP1R14C
ENSGALG00000012113,C2orf76
ENSGALG00000029175,EFNB2
ENSGALG00000008764,FAM171A1
ENSGALG00000013138,TMEM245
ENSGALG00000020143,GABRG1
ENSGALG00000014236,ATP8A1
ENSGALG00000013813,NMBR
ENSGALG00000009429,RXFP1
ENSGALG00000013462,STX17
ENSGALG00000027247,EOMES
ENSGALG00000035769,EPB41L2
ENSGALG00000039347,UNC93B1
ENSGALG00000013783,PDCL2
ENSGALG00000003026,MKL2
ENSGALG00000030417,PDC
ENSGALG00000008204,FEM1C
ENSGALG00000032004,CSRNP2
ENSGALG00000000151,ADAMTS19
ENSGALG00000000003,PANX2
ENSGALG00000013604,VIP
ENSGALG00000035650,NKX1-1
ENSGALG00000023691,ENTPD7
ENSGALG00000028819,FOXB2
ENSGALG00000044914,C11orf16
ENSGALG00000041577,ITGA4
ENSGALG00000042446,ACSM5
ENSGALG00000012546,MCM5
ENSGALG00000016288,IL1RAPL1
ENSGALG00000026810,RGS13
ENSGALG00000002167,PATL2
ENSGALG00000043058,TBC1D22A
ENSGALG00000010019,TMEM184C
ENSGALG00000017023,NEK5
ENSGALG00000011685,CSTF3
ENSGALG00000040987,NDUFA8
ENSGALG00000037387,CLSTN2
ENSGALG00000040393,BORCS5
ENSGALG00000001094,ADGRD2
ENSGALG00000009492,DNAJB9
ENSGALG00000008593,ATP1B4
ENSGALG00000014743,RNF180
ENSGALG00000015904,TMEM30A
ENSGALG00000001375,COX10
ENSGALG00000028530,PRKACB
ENSGALG00000009796,RPS6KC1
ENSGALG00000042132,SUGP1
ENSGALG00000003758,MREG
ENSGALG00000001639,MTF1
ENSGALG00000008255,C11orf49
ENSGALG00000006099,ZFPM1
ENSGALG00000001702,EXOC3L1
ENSGALG00000015616,ACOT12
ENSGALG00000012181,RRH
ENSGALG00000046461,LRRC15
ENSGALG00000040986,FAM76A
ENSGALG00000036360,TRPV4
ENSGALG00000017079,USPL1
ENSGALG00000041454,DNMT3A
ENSGALG00000014551,TTC38
ENSGALG00000008920,NDOR1
ENSGALG00000032858,RSL24D1
ENSGALG00000009807,FLVCR1
ENSGALG00000007595,LRCH3
ENSGALG00000008960,KCNK12
ENSGALG00000036074,RPP40
ENSGALG00000007791,OTOP2
ENSGALG00000037784,DAG1
ENSGALG00000010652,SCP2
ENSGALG00000008421,PEX16
ENSGALG00000007766,KIAA1217
ENSGALG00000026298,SERTAD2
ENSGALG00000014182,ADORA2B
ENSGALG00000036550,TMPRSS12
ENSGALG00000011078,PTPN13
ENSGALG00000024034,PI4KB
ENSGALG00000008632,ACSS1
ENSGALG00000039294,MSL2
ENSGALG00000008365,CHRM4
ENSGALG00000015122,TAF4B
ENSGALG00000026214,LRTM2
ENSGALG00000000972,PBX3
ENSGALG00000006367,PCBD2
ENSGALG00000026490,RPS16
ENSGALG00000032361,STXBP5L
ENSGALG00000009674,CLCN3
ENSGALG00000009653,CASD1
ENSGALG00000026974,TMEM213
ENSGALG00000007669,EGR1
ENSGALG00000000521,SPIRE2
ENSGALG00000046032,CD83
ENSGALG00000010928,IBSP
ENSGALG00000008930,B3GNT2
ENSGALG00000017447,OSTF1
ENSGALG00000032051,CYB561A3
ENSGALG00000003794,SLC35E1
ENSGALG00000023626,NTN1
ENSGALG00000014982,RBBP8
ENSGALG00000029576,PDHB
ENSGALG00000009861,RD3
ENSGALG00000017064,RFC3
ENSGALG00000014920,USP14
ENSGALG00000014724,GPBP1
ENSGALG00000013583,FAM114A1
ENSGALG00000004821,PTPN11
ENSGALG00000004974,PPARG
ENSGALG00000011914,CENPM
ENSGALG00000016974,GTF2F2
ENSGALG00000032022,CDH10
ENSGALG00000028305,IFN-A
ENSGALG00000015878,LCA5
ENSGALG00000009572,ADAMTS20
ENSGALG00000006947,BDH1
ENSGALG00000013414,PDLIM3
ENSGALG00000002098,GRIK3
ENSGALG00000017083,KATNAL1
ENSGALG00000005891,DGCR2
ENSGALG00000007663,KDM3B
ENSGALG00000039713,AGO4
ENSGALG00000032780,TTC13
ENSGALG00000005694,GARS
ENSGALG00000008937,PPP1R21
ENSGALG00000012281,PLA2G6
ENSGALG00000017052,CCNA1
ENSGALG00000004286,COL13A1
ENSGALG00000001313,EIF4H
ENSGALG00000002412,GBA2
ENSGALG00000014395,DHX15
ENSGALG00000016388,KLHL34
ENSGALG00000023828,LDHD
ENSGALG00000037842,LRGUK
ENSGALG00000011454,MBOAT4
ENSGALG00000034024,RAPGEF5
ENSGALG00000006829,SMG1
ENSGALG00000019967,MTFR2
ENSGALG00000006622,FRA10AC1
ENSGALG00000004224,MAD1L1
ENSGALG00000038454,PDX1
ENSGALG00000041766,JOSD1
ENSGALG00000025924,AQP10
ENSGALG00000042522,ZDHHC7
ENSGALG00000008165,GPR75
ENSGALG00000008408,GAB3
ENSGALG00000019794,MSTO1
ENSGALG00000004893,TMEM119
ENSGALG00000040768,MAL2
ENSGALG00000006968,HNF1A
ENSGALG00000015641,CCNH
ENSGALG00000002127,LSM10
ENSGALG00000026981,NHSL1
ENSGALG00000016834,MCF2L
ENSGALG00000027688,NDUFB4
ENSGALG00000009013,MKKS
ENSGALG00000005019,DUPD1
ENSGALG00000015519,ROBO2
ENSGALG00000029692,NEUROG1
ENSGALG00000030944,PAX3
ENSGALG00000034316,CNOT6
ENSGALG00000028457,MAP3K19
ENSGALG00000011290,RPL15
ENSGALG00000012607,ZCCHC6
ENSGALG00000008838,FKBP15
ENSGALG00000006916,GDE1
ENSGALG00000009027,ST6GALNAC3
ENSGALG00000041122,SLC17A8
ENSGALG00000028294,VWA5B2
ENSGALG00000002651,ST3GAL2
ENSGALG00000007932,TRAF6
ENSGALG00000004225,KDM2B
ENSGALG00000029675,MARCH4
ENSGALG00000008201,FBXO21
ENSGALG00000000864,FBXW2
ENSGALG00000011347,IHH
ENSGALG00000013424,TULP3
ENSGALG00000011456,CDK17
ENSGALG00000016549,CTPS2
ENSGALG00000001583,TRAF1
ENSGALG00000033118,FAM83H
ENSGALG00000038924,IDE
ENSGALG00000007779,ADCY9
ENSGALG00000008847,VPS54
ENSGALG00000017037,NHLRC3
ENSGALG00000042986,RNASEL
ENSGALG00000043193,TAF2
ENSGALG00000013780,AIG1
ENSGALG00000019231,CD200R1A
ENSGALG00000021340,CA9
ENSGALG00000045753,MRPL12
ENSGALG00000007832,PEX13
ENSGALG00000001596,MLLT1
ENSGALG00000017039,STOML3
ENSGALG00000009276,LRAT
ENSGALG00000013094,DDC
ENSGALG00000012232,DNAAF2
ENSGALG00000043021,HORMAD1
ENSGALG00000015842,TIAM1
ENSGALG00000007395,ABCC2
ENSGALG00000010269,KCNAB1
ENSGALG00000008597,MRPL2
ENSGALG00000006758,C1QTNF5
ENSGALG00000004900,RFLNB
ENSGALG00000043089,VWCE
ENSGALG00000028940,NUDT14
ENSGALG00000014935,GREB1L
ENSGALG00000000186,MTCH1
ENSGALG00000017118,MIPEP
ENSGALG00000012681,MBOAT1
ENSGALG00000039498,PPP3CA
ENSGALG00000014831,TRMT11
ENSGALG00000010925,FAM126A
ENSGALG00000034177,RPS27L
ENSGALG00000007054,TBC1D16
ENSGALG00000005470,PLPPR5
ENSGALG00000029309,CHIR-B5
ENSGALG00000009093,PNO1
ENSGALG00000005674,USP10
ENSGALG00000035199,ODF1
ENSGALG00000012627,CDC14B
ENSGALG00000009346,JPT2
ENSGALG00000039228,Zfp36l1
ENSGALG00000039811,NIPA1
ENSGALG00000003383,KPNA6
ENSGALG00000035565,ZAR1
ENSGALG00000009111,HAUS2
ENSGALG00000001245,SIRT6
ENSGALG00000013031,CECR1
ENSGALG00000002157,RPS17
ENSGALG00000039999,FZD8
ENSGALG00000012470,LYPD6
ENSGALG00000030580,RPS6KA5
ENSGALG00000041327,TRIM55
ENSGALG00000016849,ING1
ENSGALG00000016492,TDRD15
ENSGALG00000014136,CNGA1
ENSGALG00000011368,ZNF839
ENSGALG00000002345,ATG12
ENSGALG00000006691,ARPC4
ENSGALG00000007606,PGAM1
ENSGALG00000000568,LGR6
ENSGALG00000016725,OPN5
ENSGALG00000009029,TSPAN12
ENSGALG00000043734,LIPG
ENSGALG00000001805,MXRA7
ENSGALG00000016932,MZT1
ENSGALG00000034397,ENPP1
ENSGALG00000041192,IFIH1
ENSGALG00000040248,PLEKHF2
ENSGALG00000008553,INO80
ENSGALG00000010853,C8B
ENSGALG00000008926,CADPS2
ENSGALG00000022758,GGACT
ENSGALG00000029223,THOC5
ENSGALG00000034115,DUS1L
ENSGALG00000002110,TSTD2
ENSGALG00000011226,ANKRD28
ENSGALG00000015147,ALDH1A1
ENSGALG00000008180,SPG11
ENSGALG00000007027,SGSH
ENSGALG00000031238,SLIRP
ENSGALG00000027564,NDUFAF2
ENSGALG00000006323,MIM1
ENSGALG00000008827,FERMT1
ENSGALG00000006306,UROC1
ENSGALG00000000699,WWP2
ENSGALG00000023420,HOXD3
ENSGALG00000035493,POC1B
ENSGALG00000002234,UNC13D
ENSGALG00000020741,HPS6
ENSGALG00000040128,SNAP29
ENSGALG00000033834,TRIP13
ENSGALG00000003333,GHDC
ENSGALG00000006033,GORASP1
ENSGALG00000031305,FAM13C
ENSGALG00000012197,ACMSD
ENSGALG00000002137,PGAM5
ENSGALG00000034077,KCNK5
ENSGALG00000005229,DPH5
ENSGALG00000014189,SULT4A1
ENSGALG00000001992,PKM
ENSGALG00000034950,SMPD3
ENSGALG00000004640,MAD2L2
ENSGALG00000010154,GEMIN2
ENSGALG00000005992,PDE8A
ENSGALG00000006542,ESYT2
ENSGALG00000009279,SFMBT2
ENSGALG00000012683,RNF144B
ENSGALG00000008121,CYP17A1
ENSGALG00000001261,CFAP52
ENSGALG00000008503,ALG3
ENSGALG00000012293,C22orf23
ENSGALG00000044805,RNF26
ENSGALG00000033279,RAX1
ENSGALG00000006547,PROCR
ENSGALG00000039080,CD44
ENSGALG00000031606,NDC1
ENSGALG00000007781,GAL3ST1
ENSGALG00000011395,SARAF
ENSGALG00000033694,GILT
ENSGALG00000010793,SLC24A4
ENSGALG00000020569,DIMT1
ENSGALG00000015572,CCDC125
ENSGALG00000042416,HOXC11
ENSGALG00000007511,ITGB2
ENSGALG00000016890,MBNL2
ENSGALG00000002621,SLC25A42
ENSGALG00000042990,IFT27
ENSGALG00000011020,CYCS
ENSGALG00000040956,CHIC1
ENSGALG00000013397,EXOC3
ENSGALG00000036322,MED12
ENSGALG00000029379,BRD1
ENSGALG00000013422,RHNO1
ENSGALG00000034009,AMPD2
ENSGALG00000014876,TBC1D32
ENSGALG00000039535,D2HGDH
ENSGALG00000012448,ORC4
ENSGALG00000019894,TMEM14A
ENSGALG00000006208,OTOG
ENSGALG00000003563,YARS
ENSGALG00000012003,XPNPEP3
ENSGALG00000038801,ATP5B
ENSGALG00000044675,MATN2
ENSGALG00000004465,PALD1
ENSGALG00000027192,NTS
ENSGALG00000027483,GLRX
ENSGALG00000009782,NAA15
ENSGALG00000034919,CDK2AP1
ENSGALG00000040875,EDC4
ENSGALG00000011031,JAK1
ENSGALG00000032400,UTP23
ENSGALG00000005749,COX4I1
ENSGALG00000043047,SOBP
ENSGALG00000002263,KLHL6
ENSGALG00000019622,TRIM71
ENSGALG00000005409,LHX1
ENSGALG00000034708,USP12
ENSGALG00000012479,RBM43
ENSGALG00000009932,THADA
ENSGALG00000003067,MRPL44
ENSGALG00000010593,GALC
ENSGALG00000021183,CFAP161
ENSGALG00000006019,EPHX4
ENSGALG00000031286,APIP
ENSGALG00000017065,STARD13
ENSGALG00000000424,CMTM3
ENSGALG00000001696,SAG
ENSGALG00000011614,ANO4
ENSGALG00000016425,IAH1
ENSGALG00000005869,COPG1
ENSGALG00000013733,GTF2H5
ENSGALG00000042936,SYCE3
ENSGALG00000030376,DHRS3
ENSGALG00000008564,NSUN6
ENSGALG00000036659,NDUFAF8
ENSGALG00000011577,CNTNAP5
ENSGALG00000027067,C1QTNF6
ENSGALG00000004587,RC3H1
ENSGALG00000013969,ALDH8A1
ENSGALG00000004494,CCNE1
ENSGALG00000014413,CCDC58
ENSGALG00000016883,DOCK9
ENSGALG00000003987,TRAF4
ENSGALG00000016567,EPHX2
ENSGALG00000003765,A1CF
ENSGALG00000013493,SPTLC1
ENSGALG00000011379,SLC44A5
ENSGALG00000036286,HHIPL1
ENSGALG00000013200,GABBR2
ENSGALG00000032440,QPCT
ENSGALG00000003217,LITAF
ENSGALG00000030834,ATP8B1
ENSGALG00000007837,KAZALD1
ENSGALG00000003123,CNTNAP1
ENSGALG00000001849,BSN
ENSGALG00000009743,RPAP3
ENSGALG00000032249,MAX
ENSGALG00000009905,MDM1
ENSGALG00000026468,CHSY1
ENSGALG00000015847,PRSS35
ENSGALG00000009455,MCMBP
ENSGALG00000008691,SNX5
ENSGALG00000039326,HSBP1L1
ENSGALG00000003108,SMG6
ENSGALG00000008950,EHD4
ENSGALG00000006532,FOPNL
ENSGALG00000010161,DMRT3
ENSGALG00000029244,SMAP2
ENSGALG00000011565,TDRD9
ENSGALG00000028587,TMX4
ENSGALG00000002424,RECQL5
ENSGALG00000016937,DIAPH3
ENSGALG00000027594,HIST1H2B5
ENSGALG00000011625,MRPL18
ENSGALG00000029617,COL17A1
ENSGALG00000008440,CHST1
ENSGALG00000011727,AGBL3
ENSGALG00000015591,ACOX3
ENSGALG00000008983,GNB4
ENSGALG00000039335,SLC25A22
ENSGALG00000006052,WDR48
ENSGALG00000002448,CCT6
ENSGALG00000033887,IL17RA
ENSGALG00000015254,ST18
ENSGALG00000015486,COQ3
ENSGALG00000041078,MID1IP1
ENSGALG00000007938,RAG1
ENSGALG00000013376,CAPSL
ENSGALG00000001502,UTP11
ENSGALG00000010139,SSTR1
ENSGALG00000034507,CHST2
ENSGALG00000016222,NDP
ENSGALG00000002162,ACO1
ENSGALG00000011524,PPEF2
ENSGALG00000010275,FCF1
ENSGALG00000006252,LMO4
ENSGALG00000011193,C6orf120
ENSGALG00000010175,HSP90AB1
ENSGALG00000001943,RHBDF2
ENSGALG00000005419,ERC2
ENSGALG00000014918,RFX6
ENSGALG00000026119,MN1
ENSGALG00000015342,CEP97
ENSGALG00000005922,RPL5
ENSGALG00000012454,CYTH4
ENSGALG00000008166,TLR15
ENSGALG00000017073,BRCA2
ENSGALG00000003641,KAT6A
ENSGALG00000006695,BCR
ENSGALG00000034019,COR3b
ENSGALG00000017384,ERH
ENSGALG00000009278,RBM46
ENSGALG00000028653,C6orf163
ENSGALG00000008552,MAL
ENSGALG00000000226,TMEM9
ENSGALG00000041183,SGPP1
ENSGALG00000019355,CPSF6
ENSGALG00000014128,A4GALT
ENSGALG00000008053,PRDM11
ENSGALG00000035669,ADNP2
ENSGALG00000012260,LCT
ENSGALG00000008038,SF3B1
ENSGALG00000006873,PHRF1
ENSGALG00000007299,THOC7
ENSGALG00000040479,P2RX3
ENSGALG00000007038,ASTN2
ENSGALG00000001124,LHX2
ENSGALG00000011947,POLR3H
ENSGALG00000016215,CXorf36
ENSGALG00000002728,SLC16A3
ENSGALG00000006426,PAK2
ENSGALG00000028658,KBTBD3
ENSGALG00000015050,KIAA2026
ENSGALG00000009839,PPIG
ENSGALG00000042554,ABCD2
ENSGALG00000003324,PRRX1
ENSGALG00000029369,PREB
ENSGALG00000017125,MICU2
ENSGALG00000006298,ATG4B
ENSGALG00000008604,TMEM255A
ENSGALG00000012702,JARID2
ENSGALG00000006122,EARS2
ENSGALG00000039363,TXNRD3
ENSGALG00000043243,CDK13
ENSGALG00000013112,RERGL
ENSGALG00000037941,ZC3H10
ENSGALG00000009352,DPF3
ENSGALG00000011680,EPHA5
ENSGALG00000041914,BRI3
ENSGALG00000008542,ADD3
ENSGALG00000005644,MYO1G
ENSGALG00000006611,KIF7
ENSGALG00000008097,CELF1
ENSGALG00000017084,UBL3
ENSGALG00000004486,ZCCHC8
ENSGALG00000043287,CAV1
ENSGALG00000005505,PIK3CB
ENSGALG00000005931,RUVBL1
ENSGALG00000027209,SPIC
ENSGALG00000027498,FOXB1
ENSGALG00000010902,CERS6
ENSGALG00000003880,STX6
ENSGALG00000002904,REEP3
ENSGALG00000037998,GLTP
ENSGALG00000015094,ZBTB20
ENSGALG00000034868,otokeratin
ENSGALG00000038952,MTFP1
ENSGALG00000007130,cRac1A
ENSGALG00000028573,SAYSD1
ENSGALG00000029264,PI15
ENSGALG00000014910,COLEC12
ENSGALG00000004504,RADIL
ENSGALG00000016367,SNTG2
ENSGALG00000013674,TUSC3
ENSGALG00000043499,EGFL7
ENSGALG00000006707,NOX1
ENSGALG00000008398,MPP4
ENSGALG00000035166,LYPD2
ENSGALG00000037015,DACH1
ENSGALG00000007569,KBTBD8
ENSGALG00000027533,RNF24
ENSGALG00000003879,MFSD2A
ENSGALG00000008459,BRK-3
ENSGALG00000026192,ST8SIA4
ENSGALG00000044125,MLLT11
ENSGALG00000021475,ADAR
ENSGALG00000008595,RTF1
ENSGALG00000003175,STKLD1
ENSGALG00000003648,SVIP
ENSGALG00000032250,COQ10A
ENSGALG00000041965,MIOX
ENSGALG00000031597,HBAD
ENSGALG00000005657,CRHR2
ENSGALG00000013932,NAPG
ENSGALG00000026661,MSRB3
ENSGALG00000021128,FSCN1
ENSGALG00000039263,OXLD1
ENSGALG00000007550,TPCN2
ENSGALG00000025946,MOB3C
ENSGALG00000043975,CCDC42
ENSGALG00000004363,MCM3AP
ENSGALG00000009730,SLC38A4
ENSGALG00000004611,FBXL18
ENSGALG00000017106,ATP8A2
ENSGALG00000030194,SCLY
ENSGALG00000010936,MYF6
ENSGALG00000040079,ZFPM2
ENSGALG00000026241,GRIN3B
ENSGALG00000012269,VCPKMT
ENSGALG00000005572,NOXO1
ENSGALG00000021180,PAQR9
ENSGALG00000010988,MPP6
ENSGALG00000037740,GPR103
ENSGALG00000009360,CAPN2
ENSGALG00000039781,TXNDC15
ENSGALG00000014662,RBP5
ENSGALG00000011295,SOCS2
ENSGALG00000027947,GHSR
ENSGALG00000033908,SLC10A4
ENSGALG00000014069,TP53I11
ENSGALG00000008862,DNAJC10
ENSGALG00000003438,NUF2
ENSGALG00000027262,CAB39
ENSGALG00000039831,FAM135B
ENSGALG00000002899,AACS
ENSGALG00000043439,NSMCE2
ENSGALG00000011827,WDR89
ENSGALG00000007319,BICDL1
ENSGALG00000008739,MINDY3
ENSGALG00000037687,GRHL2
ENSGALG00000029324,SLC7A6
ENSGALG00000036474,FAM32A
ENSGALG00000002312,TMEM132E
ENSGALG00000007556,ORAOV1
ENSGALG00000013342,GBX2
ENSGALG00000035913,PPP1R27
ENSGALG00000010052,PPP2R3C
ENSGALG00000014725,PLK2
ENSGALG00000012304,NFKB1
ENSGALG00000040891,RSU1
ENSGALG00000004809,PPIF
ENSGALG00000024041,FAHD1
ENSGALG00000017015,RNASEH2B
ENSGALG00000036925,CADM3
ENSGALG00000001289,SHC2
ENSGALG00000008815,LRRN4
ENSGALG00000009569,TLK1
ENSGALG00000033772,UPF2
ENSGALG00000007169,EPC1
ENSGALG00000039658,GGA1
ENSGALG00000008713,BIRC5
ENSGALG00000014408,LLGL1
ENSGALG00000004222,HK1
ENSGALG00000017155,C11orf87
ENSGALG00000007466,EDNRB2
ENSGALG00000020534,AK6
ENSGALG00000030025,FABP4
ENSGALG00000012695,NOL7
ENSGALG00000015244,TBX19
ENSGALG00000009640,CHRM5
ENSGALG00000007999,MRPS7
ENSGALG00000044204,AEN
ENSGALG00000035726,FLT3
ENSGALG00000010595,GPR65
ENSGALG00000046408,RAG2
ENSGALG00000005397,GGNBP2
ENSGALG00000029746,NT5DC3
ENSGALG00000017715,TINAGL1
ENSGALG00000042645,PARD3B
ENSGALG00000028227,SLC25A20
ENSGALG00000026372,MANSC4
ENSGALG00000016419,ASAP2
ENSGALG00000016505,GPN1
ENSGALG00000005087,FAM83G
ENSGALG00000011481,GPD1L
ENSGALG00000010200,TRHDE
ENSGALG00000012837,EXOC2
ENSGALG00000030220,ELMO3
ENSGALG00000035949,ACAD11
ENSGALG00000005290,TRMT13
ENSGALG00000011965,ZC3H7B
ENSGALG00000033278,NLRC3
ENSGALG00000008228,PPIL3
ENSGALG00000035966,EDA
ENSGALG00000003179,ANGPTL7
ENSGALG00000000672,SCMH1
ENSGALG00000045860,SOX30
ENSGALG00000016697,MUT
ENSGALG00000008411,GHRL
ENSGALG00000012953,IPO8
ENSGALG00000007607,IQCG
ENSGALG00000004460,FOXK1
ENSGALG00000009129,DLX5
ENSGALG00000006919,POF1B
ENSGALG00000035935,UNC13C
ENSGALG00000041236,CBX7
ENSGALG00000037913,KLF10
ENSGALG00000007077,CPT1A
ENSGALG00000043506,NMB
ENSGALG00000009592,SRP14
ENSGALG00000004727,ULK2
ENSGALG00000038522,PTPN23
ENSGALG00000035927,ST8SIA5
ENSGALG00000008611,ZBTB33
ENSGALG00000012759,NUP37
ENSGALG00000014159,PACSIN2
ENSGALG00000041163,ABHD17A
ENSGALG00000004588,RPS14
ENSGALG00000015949,ASRGL1
ENSGALG00000010868,MACC1
ENSGALG00000034029,FBXO3
ENSGALG00000005522,DYNLL2
ENSGALG00000021378,UBAP1
ENSGALG00000031227,ELP6
ENSGALG00000006037,MCM2
ENSGALG00000008218,DDB2
ENSGALG00000010307,ACYP1
ENSGALG00000013926,DCLRE1C
ENSGALG00000034645,USMG5
ENSGALG00000009069,CAPN14
ENSGALG00000011721,AKAP5
ENSGALG00000041253,MYRF
ENSGALG00000003144,TRIM25
ENSGALG00000000523,STK38
ENSGALG00000027315,H2A-VI
ENSGALG00000004063,SLC25A14
ENSGALG00000008645,NKRF
ENSGALG00000012336,STXBP5
ENSGALG00000006010,FAM103A1
ENSGALG00000004966,NYAP2
ENSGALG00000004870,PIH1D3
ENSGALG00000000161,ISOC1
ENSGALG00000009593,MFSD1
ENSGALG00000014194,SAMM50
ENSGALG00000006371,C5orf24
ENSGALG00000007919,EIF4E2
ENSGALG00000011798,HEBP1
ENSGALG00000010322,JDP2
ENSGALG00000031997,SFRP4
ENSGALG00000008845,HAO1
ENSGALG00000003293,MBTPS1
ENSGALG00000015150,RORB
ENSGALG00000025735,PDE6H
ENSGALG00000011088,GSKIP
ENSGALG00000015611,CASP8AP2
ENSGALG00000009076,NDUFB5
ENSGALG00000015109,TJP2
ENSGALG00000028295,MFAP1
ENSGALG00000012684,DEK
ENSGALG00000004495,DNAI2
ENSGALG00000039216,COL6A2
ENSGALG00000012312,GCAT
ENSGALG00000029863,PHYHIPL
ENSGALG00000033171,TGM4
ENSGALG00000015776,GABRR2
ENSGALG00000006035,PDE3B
ENSGALG00000007759,TMEFF2
ENSGALG00000010193,ZNF410
ENSGALG00000044995,ADAD1
ENSGALG00000012472,IL2RB
ENSGALG00000015124,KCTD1
ENSGALG00000013967,NUDT5
ENSGALG00000045063,LRP2BP
ENSGALG00000005034,ACAD9
ENSGALG00000026790,DMRT2
ENSGALG00000002182,NR5A2
ENSGALG00000008714,ABI2
ENSGALG00000031495,TRIO
ENSGALG00000011319,ADGRL3
ENSGALG00000014138,NFXL1
ENSGALG00000014176,PLA2G2E
ENSGALG00000012877,CREB3L2
ENSGALG00000034493,DCLK3
ENSGALG00000010428,FAM98A
ENSGALG00000039882,SLC25A32
ENSGALG00000010950,PPP4R4
ENSGALG00000012052,SNX4
ENSGALG00000002667,OLFML2B
ENSGALG00000009107,NRXN1
ENSGALG00000040878,TMEM208
ENSGALG00000034011,PMS1
ENSGALG00000011331,CTH
ENSGALG00000015304,SNX3
ENSGALG00000011808,CCR9
ENSGALG00000003358,UBIAD1
ENSGALG00000006156,COG7
ENSGALG00000009790,RAB33B
ENSGALG00000004049,ITFG1
ENSGALG00000034768,ESF1
ENSGALG00000030781,CA2
ENSGALG00000011783,HIST1H111L
ENSGALG00000004554,CACYBP
ENSGALG00000012938,AMN1
ENSGALG00000026761,LIN28B
ENSGALG00000010561,GPATCH11
ENSGALG00000008229,ALDH7A1
ENSGALG00000010356,RAD54L
ENSGALG00000001348,TEKT3
ENSGALG00000003570,ATIC
ENSGALG00000010694,SECISBP2
ENSGALG00000028423,HS2ST1
ENSGALG00000033286,ARSJ
ENSGALG00000012798,SSR1
ENSGALG00000045317,NHLRC4
ENSGALG00000006049,STK26
ENSGALG00000005134,ZSWIM8
ENSGALG00000015576,ZFYVE16
ENSGALG00000042088,ATG2B
ENSGALG00000026491,TMEM17
ENSGALG00000032743,C1orf112
ENSGALG00000045792,WDR78
ENSGALG00000009050,CAPN3
ENSGALG00000042647,CNGB1
ENSGALG00000001571,MYO1F
ENSGALG00000038971,C8orf37
ENSGALG00000016387,TRAPPC12
ENSGALG00000041213,ARHGAP17
ENSGALG00000007934,KCTD2
ENSGALG00000026820,RNF146
ENSGALG00000014801,NDC80
ENSGALG00000010971,CSRNP3
ENSGALG00000014789,MRPS36
ENSGALG00000007362,ZDHHC5
ENSGALG00000032148,CANX
ENSGALG00000001025,GOLGA1
ENSGALG00000040224,TIRAP
ENSGALG00000005414,MSRB1
ENSGALG00000003978,CIB3
ENSGALG00000016424,CPSF3
ENSGALG00000008701,XDH
ENSGALG00000027707,ESM1
ENSGALG00000006937,P4HTM
ENSGALG00000011015,NTPCR
ENSGALG00000013372,IL7R
ENSGALG00000006855,MELTF
ENSGALG00000010493,INPP5A
ENSGALG00000007489,CNNM1
ENSGALG00000036067,RBFA
ENSGALG00000014464,MTR
ENSGALG00000042773,VOPP1
ENSGALG00000000533,SRSF3
ENSGALG00000014758,ARHGAP28
ENSGALG00000003833,CACNA1E
ENSGALG00000001655,SPCS1
ENSGALG00000013377,LMBRD2
ENSGALG00000001996,DNALI1
ENSGALG00000014878,MAN1A1
ENSGALG00000037538,DBNL
ENSGALG00000009280,NPY2R
ENSGALG00000004373,KCNJ16
ENSGALG00000010598,KCNK10
ENSGALG00000002358,CDO1
ENSGALG00000002921,LANCL1
ENSGALG00000004800,C1orf50
